title,category
 충북 내일 아침까지 눈…최고 10cm,생활/문화
 “이게 1만5000원 어치야?”…광장시장 촬영 나간 유명 유튜버 ‘화들짝’,생활/문화
 [날씨] 토요일 아침 영하라 추워요…낮 기온도 10도 이하,생활/문화
동영상기사,생활/문화
" 미래 미디어 아트는 이런 모습…AI·신기술 결합, 실감형 전시도 열려",생활/문화
" 법원 ""MB·원세훈, '블랙리스트' 배상…국가배상은 시효 지나""(종합)",생활/문화
 “이 밤식빵 먹지 마세요”…알레르기 유발물질 미표시,생활/문화
동영상기사,생활/문화
 청주 ‘내수읍 문화소극장’ 준공,생활/문화
 유치원 모집 인원이 '1명'... 헛웃음 나오네요,생활/문화
동영상기사,생활/문화
 [영상] 보물에서 국보로…부안 내소사 동종,생활/문화
" 박지윤 '장문의 반성' 다음날…최동석 ""두려우면 말 길어진다""",생활/문화
" 20대 사장님, 60대 알바생…요즘 편의점에 무슨 일이?",생활/문화
" 휴롬, 2023 대한민국 특허기술상 '세종대왕상' 받아",IT/과학
 AMD표 ‘AI반도체’ 성장 동력은? 내달 6일 美 현지 행사 개최,IT/과학
" 스마일게이트 RPG, ‘로스트아크 모바일’ 전시 부스 오픈",IT/과학
" 스마일게이트 RPG, ‘지스타 2023’에서 신작 ‘로스트아크 모바일’ 전시 부스 오픈",IT/과학
" 스마일게이트 RPG, ‘지스타 2023’에서 신작 ‘로스트아크 모바일’ 전시 부스 오픈",IT/과학
" 퀄컴, 스냅드래곤7 3세대 공개.. GPU 50%↑·AI 60%↑",IT/과학
" 스마일게이트 RPG, '로스트아크 모바일' 부스",IT/과학
" 스마일게이트 RPG, 지스타 '로스트아크 모바일' 부스 오픈",IT/과학
" 스마일게이트 RPG, 지스타 '로스트아크 모바일' 부스 오픈",IT/과학
 모코코 리프레쉬 카페,IT/과학
 생성 AI '백가쟁명'…캐릭터 챗봇이 뜬다,IT/과학
 국경간 전자상거래 뜬다…‘한중일 아시아 통신판매 비전’ 콘퍼런스 열려,IT/과학
" [지스타2023] 엔씨소프트 신작 ‘LLL’, MMO 슈팅 ‘호평’",IT/과학
" 행안부 ""전산장애로 지연된 공공민원 납부 기한 연장""",IT/과학
" 로봇·자율주행 기업 만난 고학수…""규제로 인한 어려움 없게 지원""",IT/과학
" 문자 대신하는 '카톡 알림톡'…""금융정보 전달 시 안전성 커""",IT/과학
" ""카카오톡 알림톡, 이용자 후생에 기여…연간 약 2122억원 규모""",IT/과학
" SM, 제페토서 '에스파월드' 론칭…'함께 만드는 에스파 음악' 시작",IT/과학
" ""카톡 알림톡, 금융정보 수신시 문자메시지 대비 더 안전하다 느낀다""",IT/과학
" 한총리, 행정전산망 마비에 ""인력·장비 총동원 신속복구"" 지시",IT/과학
" LGU+, 인터넷 접속 오류 피해 고객에... 장애시간 10배 요금 보상",IT/과학
" '인터넷 접속 오류' LG유플러스, 장애 시간 10배 요금 감면",IT/과학
" 언론노조 ""보도채널 최대주주 변경절차 즉각 중단해야""",IT/과학
" '인터넷 접속 오류' LGU+, 피해고객에 장애시간 10배 요금 감면",IT/과학
" 웹젠 “서브컬처 ‘테르비스’, 고퀄리티 영상미로 새로운 재미 주겠다”",IT/과학
 “쿠키런: 모험의 탑 ‘협동 액션’ 새 장르 개척…온 가족 함께 즐기며 공감대 형성”,IT/과학
 강남구 '로봇 플러스 페스티벌' 개최,IT/과학
 [DD퇴근길] 정부 블랙아웃 초래한 행안부…민원 서비스 사실상 올스톱,IT/과학
" “라그나로크만 있는 것 아냐”…그라비티, 인디부터 레트로까지 새 장르 도전",IT/과학
" 넷플릭스vs토종 OTT 제작원가 70배 ↑ 차이…""투자 부담으로 적자 폭 커져"" [OTT온에어]",IT/과학
" 조각투자 스타트업 뮤직카우, 1호 음악수익증권 승인 받아 사업 재개",IT/과학
 딥테크 창업 중심지 '대덕'…스타트업 투자기관 간 협력 '강화',IT/과학
" [전문] 이재용, 징역 5년 구형에 변론...""삼성 초일류 도약에 쏟아붓겠다""",IT/과학
 그리드원·유큐브 AI 협약 “LLM 기반 솔루션 구축”,IT/과학
" KAI, 우즈벡서 노후 유치원 보수 봉사활동 펼친다",IT/과학
 온·오프 민원서비스 먹통…행안부 “복구시점 예측 어려워”,IT/과학
" “부르는 게 값, 비싼 회였는데"" 광어 반값도 안되는 방어라니…지금 많이 먹어두세요 [지구, 뭐래?]",IT/과학
" 구글, 차세대 LLM 제미니(Gemini) 출격 연기했다",IT/과학
 “서류 하나 못떼 사업 잘못되면 정부가 책임질 건가요”,IT/과학
" 이재용 최후의 변 ""삼성 초일류 기업 도약에 모든 역량 쏟겠다""",IT/과학
" 정부24 먹통…국정원 ""원인 파악·복구 지원""",IT/과학
" “대한민국 산업보안, 20년 역사를 말하다”… 22일 국제 콘퍼런스 개최",IT/과학
" 오픈베이스-라드웨어, ‘디지털 보안의 미래: VIP 초청 세미나’ 개최",IT/과학
" 고학수 위원장, 로봇·자율주행차 ""데이터 안전"" 주문",IT/과학
" 개인정보위, 로봇·자율주행차 간담회…""데이터 안전처리 만전""",IT/과학
" 지슨, 신한은행에 무선 백도어 해킹 탐지 시스템 공급",IT/과학
" SAP, 인적자원 설루션 '석세스팩터스' 한국 사용자그룹 설립",IT/과학
 “수능 수험표 개인정보 유‧노출 주의하세요”,IT/과학
" 개인정보위 ""수능 수험표 개인정보 유출 주의""",IT/과학
" “통계 작성에도 개인정보 보호 준수해야”…개보위, 가이드라인 발표",IT/과학
" 국가정보원, 마비된 행정전산망 원인 파악 중",IT/과학
 온·오프 민원서비스 먹통…행안부 “복구시점 예측 어려워”,IT/과학
 “서류 하나 못떼 사업 잘못되면 정부가 책임질 건가요”,IT/과학
" [데이터링] 영상데이터 원본 활용…""네거티브 방식 등 명확한 기준 필요""",IT/과학
 허점 드러낸 디지털정부… 원인 파악도 못한 채 엉뚱한 설명?,IT/과학
 공무원 행정전산망 오류로  전국 주민센터 '마비',IT/과학
" '민원 마비' 일파만파…한총리 ""모든 조치 강구하라""",IT/과학
" ""집사, 나 출근하고 올게""…띵스플로우 '반려동물 AI 프로필' 출시",IT/과학
" ‘정부 블랙아웃’ 초래한 행정안전부… 대전에 집결 중인 IT 기업, 왜?",IT/과학
" 한국교과서협회, 디지털교과서 제작 노코드 적용",IT/과학
 [지스타 2023] 넷마블 인플루언서 휴식공간 ‘크리에이터 라운지’ 운영,IT/과학
" [지스타23] 뉴노멀소프트, '지스타'서 '템페스트' e스포츠 이벤트로 '눈길'",IT/과학
" 방치형 모바일게임 '와룡삼국', '모금교위 인증' 이벤트",IT/과학
" ""신작, 이대로만 나왔으면 좋겠다""…지스타 찾은 유저들",IT/과학
 [지스타2023] 해외 사로잡은 펄어비스 ‘아침의 나라’는 어떻게 열렸을까,IT/과학
" [지스타]'칠대죄: 오리진', 인플루언서 참여 던전 클리어 시간 경쟁 이벤트 벌여",IT/과학
" 코인에 진심인 위메이드…""블록체인으로 게임 혁신""",IT/과학
 크래프톤 '다크앤다커 모바일' 공개… 중세 던전 부스로 관람객 몰이,IT/과학
" [지스타2023] 엔씨 '배틀크러쉬'로 글로벌 경쟁력 자신…""전 연령 타깃""",IT/과학
" [지스타]넷마블, 지스타 현장에서 '크리에이터 라운지' 운영",IT/과학
" 이우현 OCI홀딩스 회장, 부광약품 단독 대표로",IT/과학
 유전자 잘라 병 고치는 시대 열려,IT/과학
" [과학게시판] 전기연구원, 카톨릭대와 전기의료기기 유망기술 심포지엄 개최 外",IT/과학
 '하반신 마비' 40대 남성이 걸었다…새 치료법에 '깜짝',IT/과학
 스타십 발사대의 '뒤집어진 샤워기'…로켓 화염 막아낼 수 있을까,IT/과학
 복지부 차관 만난 의대교수협의회 “필수의료 기여도 따라 정원 배분해야”,IT/과학
 검은콩 발효물서 모발 강화 소재 개발…계명대 정용진 교수,IT/과학
" [인터뷰] 박재범 삼성서울병원 교수 “자궁이식 이제 첫 걸음, 누구나 임신과 출산 가능해질 것”",IT/과학
" [과기원NOW] KAIST, 21일 '6G 그랜드 써밋 2023' 개최 外",IT/과학
" ""인간은 우주속 티끌? 모래알도 소중한 존재죠""",IT/과학
" 中, 美국채 보유액 6개월 연속 감소…14년만에 최저 수준",세계
 필리핀 민다나오섬 부근 규모 6.9 강진…쓰나미 피해 없어(상보),세계
" 시진핑, APEC서 전방위 외교…하루 5개국 '몰아치기' 정상회담(종합)",세계
" ""美반도체업체, 韓 자회사 통해 中에 장비 우회수출""",세계
" ""기후대책 부족하다""…호주 초중고생 수천명, 등교 거부 후 시위",세계
" [올댓차이나] 홍콩 증시, 알리바바 분리 중단에 속락 마감…H주 2.33%↓",세계
" 美·필리핀, 원자력협력협정 체결",세계
" 필리핀 민다나오섬 앞바다서 규모 6.7 지진…""쓰나미 위험 없어""",세계
" 시진핑 ""日 원전오염수 우려""…기시다 ""수입규제 철폐해 달라""",세계
" 中매체들, 美中회담 이틀째 찬사…전문가는 ""이견 여전"" 지적",세계
" 中, 美국채 보유액 6개월 연속 감소…14년만에 최저 수준",세계
" ""네이마르, 수당 없이 주 7일 고용"" 가사도우미, 체납수당 5억 청구",세계
 美 경기 둔화조짐에…유가 한달새 10% 하락,세계
 시진핑 뒤통수에 `독재자` 바이든 돌발 발언에...얼굴 찡그린 美 국무,세계
 트럼프 대안은 니키 헤일리?,세계
" 블랙록, 이더리움 현물 ETF 상장 신청",세계
" 시진핑 만찬 박차고 나간 머스크, APEC 대담도 돌연 불참... 왜?",세계
" 美·필리핀, 원자력협력협정 체결",세계
" 中매체들, 美中회담 이틀째 찬사…전문가는 ""이견 여전"" 지적",세계
 IPEF 참여 14개국 '광물 매장량 지도' 만든다,세계
" [이·팔 전쟁] 교황청 2인자 ""어떤 이유로도 병원 공격 안돼""",세계
" 러 하원, 533.4조원2024년 연방예산 승인…25% 증가 사상최대 규모",세계
" 몬테네그로 법원, '여권 위조' 권도형에 2심서도 징역 4개월",세계
 아일랜드 올해 역성장…中에 수출의존 '부메랑',세계
 '과도한 복지' 영국병 공포에 결국…英정부 '초강수' 꺼냈다,세계
" ""마냥 놀면 무료의료도 통신료 할인도 없다""…실업자에 엄포놓은 영국",세계
" ""우크라 어린이 2천여명 벨라루스 끌려가 군사훈련""",세계
" 주벨기에 한국문화원, 브리쉘 개선문서 '미디어 파사드' 전시",세계
" 조수미, 브뤼셀 개선문서 '부산엑스포 유치' 공연",세계
" 조수미, 브뤼셀 개선문서 '부산엑스포 유치' 공연",세계
" [이·팔 전쟁] 교황청 2인자 ""어떤 이유로도 병원 공격 안돼""",세계
 이스라엘군 서안지구 제닌 공습에 최소 5명 사망,세계
 가자 통신시스템 이틀째 중단…인도주의 물품공급도 중단[이-팔 전쟁],세계
" 하마스에 나체로 끌려간 여성 母 ""내 딸 죽인 그 놈 죽었다""",세계
" 사우디 ""이스라엘, 민간인·의료진 노골적 공격""",세계
" 이스라엘군 ""하마스에 인질로 잡혔다 숨진 여군 시신 발견""",세계
" ""예산 절감""…공무원 해외출장 전면 금지한 말라위",세계
" [영상] 독일, 이슬람 단체 54개 전격 압수수색…""헤즈볼라 불법 지원""",세계
" 이스라엘군 ""하마스에 납치됐다가 숨진 19세 여군 시신 발견""",세계
" 네타냐후, 인질 협상 진전 ""더 가까워졌다""…시신 추가 수습(종합2보)[이-팔 전쟁]",세계
" 이스라엘, 하마스 땅굴에 개·로봇 투입…""인력 손실 최소화""",세계
" '방북' 러 장관 ""北과 식량수출·지질조사 논의""",세계
" 몬테네그로 법원, '여권 위조' 권도형에 2심서도 징역 4개월",세계
동영상기사,세계
" “한국인, 러시아 입대”…러시아 체제 선전술?",세계
" 몬테네그로法, ‘여권 위조’ 권도형에 2심서도 징역 4개월",세계
동영상기사,세계
 무기 거래 없다더니…러시아군 “北 무기 고마워”,세계
" 교황, 폭스바겐 손잡고 전기차로 갈아탄다...“모든 공용차 2030년까지 교체”",세계
동영상기사,세계
 이스라엘군 “지상전 다음 단계 돌입”…남부 진격 시사,세계
 이란 “미국에 ‘확전 원치 않는다’ 메시지 전달”,세계
" 달팽이요리 사랑 프랑스, 달팽이 지키려 트램공사 중단",세계
